OTU_ID	cardio_health_status	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_135_H	Abnormal	0	0.0015594278	0.0005424097	0.0599362669	0.0797342193	0.0021696386	0	0.0006780121	0.2135060004	0.0002034036	0	0	0.0001356024	0.0007458133	0	0	0.0131534341	6.78012068614822E-05	0	0	0	0.0050850905	0.0011526205	0.0009492169	0	0.004271476	0.0008136145	0.0341718083	0	0.0001356024	0.0066445183	0	0.0642755441	0	0.0116618076	0.2564919656	0.0134924402	0.0028476507	0.0010848193	0.1073971117	0.0005424097	0.0001356024	0.0004746084	0	0.0006102109	6.78012068614822E-05	0.0004746084	0.00393247	0.0001356024	6.78012068614822E-05	0	0	0.110448166	0.0002034036
MI_136_H	Abnormal	0	0.0002697417	0	0.1023669836	0.0974441972	0.0209049835	0	0.0122732484	0.1124822982	0.006271495	0	0.0008092252	0.0008092252	0.0170611639	0	0	0.0008092252	6.74354305752242E-05	0	0.0008766606	0	0.0046530447	0	0	0	0.0008092252	0	0.000944096	0	0.0032369007	0.0221188212	0	0.138916987	0	0.0146334884	0.2744622024	0.0902960415	0.0025625464	0.0002023063	0.0718187336	0.0001348709	0	0	0	0	0	0	6.74354305752242E-05	0.0001348709	0	0	0	0.0024276755	0.0001348709
MI_137_H	Abnormal	0	0.0013377032	0.0004013109	0.0018058993	0.0112367066	0.0006019664	0	6.68851581833991E-05	0.0807303859	0.0003344258	0	0	6.68851581833991E-05	0	0	0	6.68851581833991E-05	0.0002675406	0	0	0	0	0.0003344258	0.0008026219	0	0.0001337703	0	0.0096314628	0.006755401	0	0.0009363922	0	0.0721690857	0	6.68851581833991E-05	0.2750317705	0.00635409	0.0009363922	0.0002675406	0.0532405859	0.0008695071	0.0013377032	0	0	0	0	0	0.4716072504	0.0001337703	0.0001337703	0	0	0.0001337703	0.0022072102
MI_138_H	Abnormal	0.0001376178	0.0050918599	0.0011697516	0.0001376178	0.0140370192	0.1546824468	0	0.0038532994	0	0.0331658983	0.0004816624	0.0027523567	0.0024083121	0	0	0	0.0010321338	0.0001376178	0	0	6.88089176357256E-05	0.0017202229	0.00254593	0.0026147389	6.88089176357256E-05	0	6.88089176357256E-05	0.1934218675	0	0.0032340191	0.0044725796	0	0.105277644	0	0.0019266497	0.2518406385	0.0074313631	0.0012385605	0.0002752357	0.1249569944	0	0.0028899745	0	0	0.0006192803	0.0039221083	0	0.0361246818	0.0002064268	0	0	0	0.0093580128	0.0266290511
MI_139_H	Abnormal	0.0030843503	0.0019444817	0.0003352555	0.0020115328	0.052702159	0.0005364087	0	0	0.026686335	6.70510929328148E-05	0.0001341022	0.0001341022	0.0001341022	0.0054311385	0	0	0	0.000737562	0	0	0	0.0004023066	0.0006705109	0.0002682044	0.0017433284	0.0050958831	0.0002011533	0.093804479	0.0003352555	0.0004693577	0.1002413839	0	0.1347726968	0.0001341022	0.0003352555	0.2977068526	0.032452729	0.0005364087	0	0.0221939118	0.0009387153	0	0	0	0	0.0001341022	0	0.0978945957	0.1119753252	0	0	0.0002682044	0.0034196057	6.70510929328148E-05
MI_140_H	Abnormal	0	6.74809366354005E-05	0	0.0200418382	0.0253728322	0.0528375734	0	0.0103920642	0.0845536136	0.0083001552	0.0108644308	6.74809366354005E-05	0.0003374047	6.74809366354005E-05	0	0	0.0002024428	0.0002024428	0	0.0026992375	0	0	0	0.0002024428	0	0.0002024428	0	0.0025642756	0	0.0076928268	0.0406910048	0.0004048856	0.2967811593	0	0.0001349619	0.3062959714	0.0275322221	0.0004048856	0.0004723666	0.0368445914	0	0	0.0002024428	0	0.0002024428	0.0002024428	0	0.0043187799	0.0002699237	0	0	0	0.0001349619	0.0584384911
MI_141_H	Healthy	0.0460045116	6.83573723426072E-05	0.0002734295	0.0127828286	0.0341103288	0.0098434616	0	0.0028710096	0.1015790553	0.0021190785	0.0101168911	0.0015038622	0.0004785016	0.0626153531	0	0	0.0002050721	0	0	0.0011620753	0	0.0028026523	0	0	0.023309864	0.0015038622	0	0.0027342949	0	0.0107321075	0.0052635177	0	0.1516850092	6.83573723426072E-05	0.0079978126	0.3134185522	0.0334267551	0.0006152164	6.83573723426072E-05	0.0948800328	6.83573723426072E-05	0.0001367147	0	0	0.0002050721	0.0087497437	0.0046483013	0.0006152164	0.0176362021	0	0	0	0.0125777565	0.0211224281
MI_142_H	Abnormal	0.0002011128	0.0044915197	0.0022122411	0.0118656566	0.0383455118	0.0013407522	0	0	0.1387008112	0.000335188	0.0101897164	0	0.0002011128	0.0245357646	0.0020111282	0	0	0.0019440906	0	0.0006703761	0	0.0034859556	0.0008044513	0.0028826171	0.0004022256	0.0012737146	0	0.0966682309	0	0.000335188	0.0040892941	0	0.0620768251	0	0	0.146946437	0.2654018905	0.0010726017	0	0.0236642757	6.70376080981431E-05	0	0	0	0.0001340752	0.0001340752	0.0008714889	0.0473955889	0.1037071797	0	0	0	0	0.001541865
MI_143_H	Abnormal	0	0.0014269212	0.0003397432	0.0078140925	0.0616973568	0.0275191955	0	0.0057756336	0.2778419515	0.008833322	0	0.0074064008	0.0036692261	0.0063871713	0	0	0.0013589726	6.79486308350887E-05	0	0.0003397432	0	0.0017666644	6.79486308350887E-05	6.79486308350887E-05	0	0.0010192295	0.0003397432	0.0011551267	0.0003397432	6.79486308350887E-05	0.0120948563	0	0.1094652443	0	0.0277230414	0.330570089	0.0153563906	0.0004076918	0	0.0354012367	0	0.0001358973	0	0	0.0004076918	0.0068628117	0	0.0008153836	6.79486308350887E-05	0	0	0	0.0023102534	0.0430794319
MI_144_H	Abnormal	0.0131848613	0.0001366307	6.83153436261784E-05	0.0522612379	0.039964476	0.0066949037	0.0025276677	0.0019128296	0.163820194	0.002186091	6.83153436261784E-05	0.000204946	0.0005465227	0.0304686433	0	0	0	0	0.0006831534	0.0008880995	0	0.0011613608	0.0002732614	0	0	0.0112037164	0	0.0017761989	0.000204946	0.0010930455	0.0414674136	0	0.145921574	0.0002732614	0.0008197841	0.3300314251	0.0610739172	0.0008197841	0.000204946	0.026233092	6.83153436261784E-05	0.0001366307	0	0	0	0.0245935237	0.0013663069	0.0008197841	0.0001366307	0	0	0	0.0347041946	0
MI_145_H	Healthy	0.0272917652	0.0042558941	0.0002702155	0.0318854286	0.1999594677	0.0013510775	0	0.0004053232	0.0108761737	0.0002702155	0.0029723705	0.0002026616	0	0.0029048166	0	0	0	0.0122272512	0	6.75538742146862E-05	0.0011484159	0	0.0014186314	0.0004728771	0.0002702155	0.0053367561	0	0.0308045666	0	0.0057420793	0.1024116733	0.0002026616	0.1028845504	0.0001351077	0.0064851719	0.2694724042	0.0056745254	0.0054043099	0.0002026616	0.0172937918	0	0.0001351077	0.0003377694	0	0	0.0008106465	0.0025670472	0.0014186314	0.0002026616	0	0	0	0.143957306	0.0002702155
MI_146_H	Healthy	0	0.0004788617	6.84088110548639E-05	0.1957176084	0.1691065809	0.0054042961	0	0.0019154467	0.0721712957	0.001094541	0.0077301956	0.0004788617	6.84088110548639E-05	0	0	0	0	0.0004788617	0	0.0023258996	0	0.0054727049	0	0.0001368176	0.0008209057	0.0074565604	0	0.0075249692	0.0001368176	0.0051990696	0.0248323984	0	0.1181420167	0	0.0058831578	0.224107265	0.0288001095	0.0023943084	0	0.0554795458	0	0.0001368176	0	0	0	6.84088110548639E-05	0	0.003967711	0.0003420441	0	0	0	0.0331782734	0.0188808319
MI_147_H	Abnormal	0.0697054603	0	0.0001366774	0.0442151302	0.0461286134	0.0361511652	0.0066288526	0.0030069022	0.0955374838	0.0162646074	0	0.0008200642	0.0004100321	0	0	0	0	6.83386865304449E-05	0	6.83386865304449E-05	0.0009567416	0.0003416934	0	0	0	0.0084056584	0	0.0008200642	0	0.0063554978	0.003485273	0.0004783708	0.1110503656	0	0.0039636438	0.2031709151	0.1750153762	0.0008884029	0	0.0200915738	0	0.0008884029	0.0002050161	0	0.0001366774	0.0072439008	0	0.0007517256	0	0	0	6.83386865304449E-05	0.0518690631	0.0846716326
MI_148_H	Abnormal	0	0.0002010724	0.0010053619	0.0008042895	0.0551608579	0.0023458445	0	6.70241286863271E-05	0.2500670241	0.0002680965	0	0	6.70241286863271E-05	0.0032171582	0	0	0	0.0010053619	0	0	0	0.0012064343	0.0011394102	0.0011394102	0.0001340483	6.70241286863271E-05	0	0.0894772118	0.0002010724	0.0001340483	0.0871313673	0	0.1558981233	0	0.0004021448	0.1331769437	0.0554289544	0	0	0.0549597855	0	0.0004691689	6.70241286863271E-05	0	0	0	0	0.0082439678	0.0069705094	0	0	0	0.0047587131	0.0847855228
MI_149_H	Abnormal	0.1009396159	0.0004145364	0.0002072682	0.0002763576	0.0574132928	0.0252176316	0.0065634932	0.001381788	0.1591819815	0.0040071853	0	0	0.0006218046	0.0136106121	0	0.0011054304	0	0.0002763576	0	0.0007599834	0	0.0069089402	0.0001381788	0.0004836258	0.0001381788	0	6.90894016857814E-05	0.0034544701	0	0.0097416056	0.0084979964	0.0008290728	0.1709271798	0.0013126986	0	0.3152549399	0.0496061904	0.0041453641	0.0002763576	0.0523697665	0	0	0	0	0.0008981622	0.0006218046	0	0.0021417715	0.0002072682	0	0	0	0	0
MI_150_H	Abnormal	0	0.0009801176	0.0004200504	0.0171520582	0.028283394	0.0028703444	0	0.000700084	0.0697983758	0.0008401008	0	0.0006300756	0.0001400168	0.0181321759	0	0	0.0016101932	0.0005600672	0	0.0004900588	0	0.0011201344	0.0002800336	0.0005600672	0	7.0008401008121E-05	0.0002800336	0.0292635116	0	0.000700084	0.1879025483	0	0.1576589191	0	0.0171520582	0.3807756931	0.0158218986	0.0009101092	0.000350042	0.0219126295	0	7.0008401008121E-05	0.000350042	0	0	0.0004200504	0	0.001400168	0.0072108653	0	0	0	0.0298235788	0.0033604032
MI_151_H	Healthy	0	0.0046347537	0	0.0938018816	0.0506364139	0.0343801882	0	0.0026286663	0.0005534034	0.0511898174	0	0	0.0007609297	0	0	0	0.0044964029	0.0098920863	0	0	0.0003458771	0	0.0006917543	0.0002075263	0.0003458771	0.0010376314	0	0.0046347537	0.0002767017	0.0007609297	0.0403984505	0.0008301051	0.0507055894	0	0	0.2314609851	0.0556862203	0.001936912	0.0011068069	0.0041505257	6.91754288876591E-05	6.91754288876591E-05	0.0001383509	0	0	0	0	0.0047039292	0	0	0	0	0.0041505257	0.3433176536
MI_152_H	Healthy	0.0534603947	0.00162206	6.75858340091917E-05	0.0110840768	0.0436604488	0.0068937551	0	0.000405515	0.0792105975	0.0010813733	0.001216545	0.0004731008	0.0002027575	0.013855096	0	0	0	0.0002703433	0	0	0	0.0037848067	0	0.0002027575	0	0.0001351717	0	0.0029061909	0.0026358475	0.0011489592	0.0196674777	6.75858340091917E-05	0.1674101108	0	0.0409570154	0.3340767775	0.0256150311	0.0016896459	0	0.0239929711	0	0.0002027575	0	0	0	0.0021627467	0.0001351717	0.1357123547	0.0003379292	0	0	0	0.0233171127	0.0003379292
MI_153_H	Abnormal	0	0.001203966	0.0002832861	0	0.0354815864	0.0267705382	0	0.0014164306	0.0001416431	0.0063739377	0.0492209632	0.0018413598	0.0002124646	0.0031869688	0	0	0.0018413598	0.0012747875	0	0	0	0	7.08215297450425E-05	0.0001416431	0	0.0006373938	0	0.002266289	0	0.0043201133	0.0239376771	0.0009206799	0.1140226629	0	0.0725212465	0.4208923513	0.0497167139	0.0004957507	0	0.0480878187	0	0	0	0	0.0001416431	0.0015580737	0	0.0018413598	0	0	0	0	0.0162181303	0.1129603399
MI_154_H	Healthy	0.0097733134	0.0010859237	0	0.2163024298	0.0416723225	0.0030541604	0	0	0.0004750916	0.0010180535	0	0.0010859237	0.0003393512	0	0	0	0.0049545269	0.0002714809	0	0.0002036107	0	0.0021039772	0	6.78702321161938E-05	0.004683046	0.0046151758	0	0.0048866567	0.0004072214	0.0010180535	0.0319668793	0.0006787023	0.0628478349	0	0.0053617483	0.3986018732	0.0264015203	0.0021039772	0.0007465726	0.0491380481	0	0.0001357405	0	0	0	0.0035292521	0	0.0908782408	0	0.0001357405	0	0	0.0126238632	0.0168318176
MI_155_H	Healthy	6.73990698928355E-05	0.0056615219	0.0010783851	0.1069623239	0.0369346903	0.0146255982	0	0	6.73990698928355E-05	0.0008761879	0	0.000943587	0.0004043944	0	0	0	0	6.73990698928355E-05	0	0	0	0	0.0011457842	0.0057289209	0.0005391926	0.0228482847	0.0015501786	0.5045494372	0.0002695963	0.0001347981	0.023117881	0	0.060726562	0	0.0003369953	0.2021972097	0.0024937656	0.0014153805	0.001010986	0.001010986	6.73990698928355E-05	0.0002695963	0.0003369953	0	0	0	0	0.0016849767	0.0001347981	0	0	0	0.0006739907	6.73990698928355E-05
MI_156_H	Healthy	0	0.0005522574	0.0004832252	0.0007593539	0.0026922546	0.4717658429	0	0.0593676653	0.0005522574	0.0199502968	0	0.0002761287	0.0013116112	0	0	0	0	0.0007593539	0	0	0	0	6.90321689907497E-05	0.0027612868	0	0.0024161259	0	0.0156012702	0	0	6.90321689907497E-05	0	0.2784067375	0	0	0.0619218556	0.0017948364	0.0013806434	0.0002070965	0.005315477	0.0002070965	0.0002761287	0.0004832252	0	0	0.0395554328	0	0.0240231948	0.0002761287	0	0	0	0	0.0067651526
MI_157_H	Abnormal	0.0847550157	0.000818889	0.0001364815	0.0244301897	0.0081888904	0.0042991675	0	0.0003412038	0.0051862973	0.0009553705	6.82407533779173E-05	0	0	0.0027296301	0	0	0	0.0008871298	0	0	0	0	6.82407533779173E-05	0.0002047223	0	0.0025249079	6.82407533779173E-05	0.0371229698	0	0.0217688003	0.0221782448	6.82407533779173E-05	0.1008598335	0	0.0201310222	0.065306401	0.1884127201	0.0015695373	0	0.0205404668	0	6.82407533779173E-05	0	0	0	0.0002047223	0	0.0065511123	0.0024566671	0	0	0.0002047223	0.1509485465	0.2259451344
MI_158_H	Healthy	0.0640954878	0	6.89940665102801E-05	0.0206292259	0.0135918311	0.0313923003	0	0.0058644957	0.0126259142	0.0108320684	0.0932799779	0.0017938457	0.0002069822	0.0610597489	0	0	0.0001379881	0.0008279288	0	0.0037256796	0	0.0061404719	0	0	0	0.0002759763	0	0.0004829585	0.0002069822	0.0233889885	0.0123499379	0.0003449703	0.0761004554	0	0.0016558576	0.3996826273	0.0868635297	0.0018628398	0.0003449703	0.0332551401	0.0001379881	0	0	0.0001379881	0	0.0048295847	0	0.0082102939	0.0032427211	0	0	0.0001379881	0.0202152615	0
MI_159_H	Abnormal	0.1129076087	0.0016304348	0	0.0470788043	0.1614130435	0.0042119565	0.0070652174	0.0003396739	0.0168478261	0.0014945652	0	0.0006793478	6.79347826086956E-05	0.0003396739	0	0	0.0002038043	0.0014266304	0	0.0014266304	6.79347826086956E-05	0.004076087	6.79347826086956E-05	0	0	0	0	0.0004076087	0.0002038043	0.0034646739	0.0294836957	0.0007472826	0.0863451087	0	0.0127038043	0.2444293478	0.0085597826	0.0036684783	6.79347826086956E-05	0.0313858696	0	0.0004076087	0.0001358696	0.0001358696	0	0.0001358696	0	0.0637907609	0	0	0	0.0001358696	0.0311141304	0.1213315217
MI_160_H	Healthy	0.191495314	0.0011889775	0	0.0807805287	0.0234298503	0.0453909638	0	0.0009092181	0.0007693384	0.0102112184	0.0016785564	0.0041963911	0.0008392782	0	0	0	0.005665128	0.0013288572	0	0.0024478948	0.0055951881	0.0026577144	6.99398517275143E-05	6.99398517275143E-05	0.000489579	0	0	0.0005595188	0.0004196391	0.0379073996	0.0800811302	0.0019583158	0.0850468597	0	0.0935795216	0.1665967268	0.0076933837	0.0033571129	0	0.0017484963	0	0.0001398797	0.0002098196	0	0	0.0033571129	0	0.0686809344	0.0002797594	0	0	0.000489579	0.0074136243	0.0612673101
MI_161_H	Abnormal	0.0002712416	0.001356208	0	0.0836102258	0.0099681291	0.0720824574	0	0.0090187835	0.0044754865	0.0202074998	0.0009493456	0.0061029362	0.0019665017	0.0014240184	0	0	0	0	0	6.78104021156845E-05	0.000339052	0.0023733641	0.0001356208	0.0006102936	0	0.0001356208	0	0.006238557	6.78104021156845E-05	0.0019665017	0.0280735065	0	0.1296534888	0	0.000339052	0.34739269	0.0606903099	0.0009493456	0.0008815352	6.78104021156845E-05	0	0.0004746728	0.0002034312	0.0001356208	0.0001356208	0.0006102936	0	0.0110530955	0.0004746728	0	0	0	0.0002034312	0.1952939581
MI_162_H	Abnormal	0	0.0026925148	0.0007404416	0.045099623	0.1516558966	0.0069332256	0	0.0012789445	0.0329159935	0	0	6.73128702207862E-05	0	0.0002692515	0	0	0.0001346257	0.0024905762	0	0	0	0	0.0001346257	0.004644588	0.0106354335	0.0044426494	0.0029617663	0.1147011309	0	0.0003365644	0.1313274098	0	0.0584275714	0	0.0004038772	0.125	0.0216747442	0.0003365644	0.0006058158	0.1254711901	0.0002019386	0.0009423802	0	0	0	0.0002019386	0.0043753366	0.0267905223	0.0882471729	0	0	0	0.0001346257	0.033723748
MI_163_H	Healthy	0	0.0012839573	0	0.1144073523	0.0316934721	0.0022976078	0	0	0.006081903	0.0016894175	0	0.0002027301	0	0	0	0	0	0.0004730369	0	0	0	0	0.0002703068	0.0001351534	0	0.0022976078	0	0.0166238681	0	0.0023651845	0.0132450331	0	0.0708203811	0	0	0.1264360049	0.0010812272	0.000675767	0.0081092039	0.019124206	0.0001351534	0	0.0001351534	0	0	6.75766995539938E-05	0	0.0025003379	0.0002703068	0	0	0	0.1702257062	0.4073523449
MI_164_H	Abnormal	0.0483130904	0.0029014845	0.0001349528	0.0296221323	0.1452091768	0.0014844804	0	0.0037112011	0.0866396761	0.0014844804	0	0.0006747638	6.74763832658569E-05	0.0080296896	0	0	0.0014844804	0.0002699055	0	0.001417004	0	0.0024966262	0.0004723347	0.0007422402	0.0143724696	0.0052631579	6.74763832658569E-05	0.0588394062	6.74763832658569E-05	0.0064777328	0.0348178138	0.0005398111	0.0477732794	0.0008097166	0.0024291498	0.3259784076	0.0195681511	0.0019568151	0.0026315789	0.0438596491	0	6.74763832658569E-05	0	0	6.74763832658569E-05	0.0064777328	0.0371794872	0.0238191633	0.0188933873	0	0	0	0.0043184885	0.0085695007
MI_165_H	Healthy	0.0080027128	0.0025771448	0	0.1712444897	0.0521532723	0.001017294	0	0.0002034588	0.0004069176	0.0006103764	0	0	0	0.0004069176	0	0	0	0.0011529332	0	0.0023058664	0.001356392	0	0.0011529332	0.0012885724	0.0263818243	0	0.0033231604	0.0602238047	0	0.0032553408	0.0703289251	0	0.1184130214	0	6.78195998643608E-05	0.4025093252	0.0101051204	0.0039335368	0.0005425568	0.0019667684	0.0002712784	0.0004069176	0.0009494744	0	0	0.0002034588	0	0.0472024415	0.0024415056	6.78195998643608E-05	0	0	0.0016276704	0.0018989488
MI_166_H	Abnormal	0	0.0239786856	0.0007514688	0.2158081705	0.0782210685	0.0115452931	0	0.0003415767	0.002391037	0	0	0	0	0	0	0	0	0.0015712529	0	0	0	0	0.0084711026	0.0325864189	6.83153436261784E-05	0.0001366307	0.0003415767	0.1097144419	0	0	0.0717994262	0	0.1709933051	0	0	0.1219428884	0.0610739172	0.0027326137	0.0077879492	0.0057384889	6.83153436261784E-05	0.0008197841	0.0012979915	0.0001366307	0	0	0	0.0673589288	0.0018445143	0.000204946	0	0	0.0001366307	0.0001366307
MI_167_H	Abnormal	0	0.0026775554	0.0029453109	0.0006693888	0.0309927037	0.0637927572	0	0.0004685722	0.0161992101	0.0097061383	0.001740411	6.69388847981793E-05	0.0016065332	0.0009371444	0	0	0	0.0001338778	0	0	0	0.0005355111	0.0004685722	0.0004685722	0.0006693888	0.0008702055	0	0.2008166544	0	0.0007363277	0.005221233	0	0.0786531896	0	0.047058036	0.1796639668	0.0074971551	0.001740411	0.0003346944	0.0542874356	0	0.0002677555	0	0	0	0.0002008167	0	0.1633308789	0.0802597229	0	0	0	0.0032800054	0.0417029252
MI_168_H	Abnormal	0.0098471986	0.0078777589	0.0002037351	0.0239728353	0.0952122241	0.0215959253	0	0.000950764	0.0001358234	0.0041426146	0	0.001426146	0.0008149406	0	0	0	0	6.7911714770798E-05	0	0.0031918506	0	0.0008149406	6.7911714770798E-05	0	0	0.0004074703	0	0.0048217317	0	0.000475382	0.0119524618	0	0.1736502547	0	0.1357555178	0.2143293718	0.1815959253	0.001901528	0.0001358234	0.0632258065	6.7911714770798E-05	0	0.0001358234	0	0	0	0	0.0090322581	6.7911714770798E-05	0	0	0	0.0306960951	0.001426146
MI_169_H	Abnormal	0.0546407689	0.000739297	0	0.0407285436	0.1128436051	0.0028227703	0	0.0002688353	0.0194905572	0.0012769675	0	0.0002016265	0.0004704617	0.0004032529	0	0	0.0002688353	0	0	0	0.0004032529	0.001478594	0.0002016265	0.0001344176	0.0002016265	0	0	0.0055111231	0.0006048794	0.0017474293	0.0430136434	0.0002016265	0.1658713623	0	0.0071913435	0.3232744136	0.0184152161	0.0010081323	0.002217891	0.0024195174	0	0	0	0	0	0.0004032529	0	0.1266214127	0.0001344176	0	0	0	0.049062437	0.0157268634
MI_170_H	Abnormal	0.0960280531	0.0035740778	0.000472048	0.0023602401	0.1383775035	0.000472048	0	0	0.003911255	0.0001348709	0.0002023063	0	0	0.0004046126	6.74354305752242E-05	0	0	0.0400566458	0	0.0006743543	0	0.0046530447	0.0008092252	0.0011464023	0.0545552633	6.74354305752242E-05	0.0006743543	0.0083619934	0.0052599636	0.0130824735	0.0231977881	0	0.1476161575	0.0017533212	0.0180726954	0.1158540697	0.0031694652	0.0068109785	0.0001348709	0.061703419	0	0.0002697417	6.74354305752242E-05	0	0	0	6.74354305752242E-05	0.2379121991	0.0072155911	0	0	0	0.0008092252	0
MI_171_H	Abnormal	0.0252039043	0.0001337077	0	0.0022061773	0.0576280251	0.0006685386	0	0.0004011231	0.3084636984	6.68538574675759E-05	0.0005348309	0	0	0.0040112314	0	0	0.0071533627	0.0008022463	0	0.0024735927	0	0.0007353924	0	6.68538574675759E-05	0	6.68538574675759E-05	0	0.0013370771	0.0026741543	0.0002005616	0.0224628961	0	0.0541516245	0	0.0003342693	0.1425324241	0.2852654098	0.001403931	0.0002674154	0.0536167937	0	0.0002005616	0.0002005616	0	0	0	0	0.00467977	0.000935954	0	0	0	0.0190533494	6.68538574675759E-05
