OTU_ID	cardio_health_status	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_097_H	Healthy	0.0656968877	0.001217862	0.000473613	0.0790933694	0.0864682003	0.0451285521	0	0.0027063599	0.000405954	0.0197564276	0.000202977	0	0.000270636	0.0100135318	0	0	0	0.000270636	0	0.000811908	0.000608931	0.001759134	0.000338295	0.000541272	0	0.000270636	0	0.0170500677	0.000338295	0.0058863329	0.0348443843	0.000405954	0.0861975643	0	0.0025033829	0.3226657645	0.0221921516	0.000879567	0	0.0034506089	0	0.000608931	0	0	0.000067659	0.0133964817	0	0.1366711773	0.0132611637	0	0	0.000338295	0.0192151556	0.0039918809
MI_098_H	Healthy	0.0494281046	0.0004765795	0	0.0460920479	0.0474537037	0.04833878	0.0016339869	0.0012254902	0.0712145969	0.0011574074	0.0028594771	0.0001361656	0.0001361656	0.0281862745	0	0	0	0.0002042484	0	0.0011574074	0	0.0059912854	0	0	6.8082788671024E-05	0	0	0.0008850763	0	0.014501634	0.0161356209	0.0004084967	0.0825844227	0.0019744009	0.1491013072	0.1231617647	0.1690495643	0.0016339869	0	0.0383986928	0	6.8082788671024E-05	0	0	0.0002723312	0.0007489107	0	0.0020424837	0.0019744009	0	0	0.0001361656	0.0272331155	0.0639297386
MI_099_H	Healthy	0.0036405312	0.0028989415	0.0024270208	0.0105845075	0.0271017326	0.0174610665	0	0.0021573519	0.0121351042	0.0022247691	0	0.000269669	0	0.0001348345	0	0	0	0.000539338	0	0	6.74172453313558E-05	0	6.74172453313558E-05	0.0006741725	6.74172453313558E-05	0.0051237106	0	0.1711723859	0.0020899346	6.74172453313558E-05	0.0102474213	0	0.0448324681	0	0.0002022517	0.1913975595	0.0165172251	0.0004045035	0.0003370862	0.000269669	0	0	0	0	0	0.0018876829	0.0001348345	0.4720555518	0	0	0	0	0.0003370862	0.0004719207
MI_100_H	Healthy	0.0953954161	0.0001376557	0	0.0287700461	0.0539610434	0.114323078	0	0.0110124578	0.0240897515	0.0211989813	0	0.0110812857	0.0016518687	0.0072957533	0	0	0	0.0002064836	0	0.0008259343	0	0.0017206965	0	0.0001376557	0	0.0004129672	0	0.0007571065	6.88278615183426E-05	0.0123890151	0.0095670728	0.0006882786	0.1528666804	0	0.016381031	0.2740725446	0.0306283984	0.0008947622	0.0002064836	0.0365475945	0	0.0003441393	0	0	0.0002064836	0.0020648358	0	0.0311101934	0.0001376557	0	0	0	0.0219560878	0.0368917338
MI_101_H	Healthy	0.0004094725	0.0006824541	0.0002047362	0.0008871903	0.0413567188	0.115880707	0	0.0075752406	0.0697468095	0.0068927865	0	0.0039582338	0.0001364908	0.0050501604	0	0	0.0021838531	0	0	0	0	0	0.0001364908	0.0001364908	0	0	0	0.0027298164	0	0.0084624309	0.0125571555	0.0004777179	0.1304169795	0	0.0136490821	0.3754862485	0.094929366	0.0020473623	0	0.0439500444	0	0.0003412271	0	0	0.0001364908	0.0036852522	0.0001364908	0.0019108715	0.0004094725	0	0	0	0.0459291613	0.0075069952
MI_102_H	Abnormal	0.0383668445	0.0015729722	0	0.083093968	0.0284502804	0.062645329	0	0.0018465326	0.1218711531	0.0029407742	0	0.004924087	0.0019149227	0.022500342	0	0	0	0.0004103406	0	0.0006155109	0.0001367802	0.0010258515	0	0.0002051703	0	0.0017781425	0	0.0007522911	0	0.0064970592	0.0071125701	0.0002735604	0.0898645876	0	0.0103952948	0.2025030776	0.2198057721	0.0004787307	0.0008206812	0.0460265354	0	0.0001367802	0	0	0	0.0002051703	0	0.0122418274	0	0	0	0	0.027492819	0.0010942416
MI_103_H	Abnormal	0	0.0013701594	0.0001442273	0.0002884546	0.0292060287	0.0189658902	0	0.0017307276	0.0005769092	0.0083651835	0	0	0.0003605683	0.0041825918	0	0	0.0028124324	0.000216341	0	0.0063460013	0	0	0.0001442273	0.0007932502	0.0318021201	0	0.000216341	0.0126198889	0	0.0007932502	0.0524266244	0	0.2211004543	0	0.0644696041	0.3008581524	0.1606692147	0.0012259321	0.0004326819	0.0051200692	0	0.0005769092	7.21136511141559E-05	0	0	0.0001442273	0	0.0037499099	7.21136511141559E-05	0.0003605683	0	0	0.0671378092	0.0006490229
MI_104_H	Healthy	0.1183471969	0.0009467776	0	0.0124433624	0.0716845878	0.004531007	0	0	0.0225874079	0.002164063	0	0.0001352539	0.0002705079	0.0006762697	0	0	0.0348278894	0.0002028809	0.0004057618	0.0106174342	0	0	0.0002028809	0	0.0002028809	0	0	0.0018259282	0	0.0056806654	0.0368566985	0	0.1343747887	0	0.0008115236	0.213768851	0.0310407791	0.0055454115	0.0006086427	0.0505849733	0	0.0004057618	0.000067627	0	0.0004057618	0.0006762697	0.0037194833	0.0059511733	0	0.000067627	0	0	0.0341516197	0.1932102522
MI_105_H	Healthy	0.1359090286	0.0009590355	0	0.0826825593	0.0382244143	0.0071927661	0	0.0008220304	0.0041101521	0.0052061926	0	0.0005480203	0.0004795177	0.0015070558	0	0	0.0102753802	6.850253459378E-05	0	0.0050691876	6.850253459378E-05	0.0041101521	0.0001370051	0.0002740101	0	0	0	0.0028771065	0.0001370051	0.0245924099	0.0246609125	0.0001370051	0.0637758597	0	0.035621318	0.3558021647	0.0767913413	0.001918071	0	0.011919441	6.850253459378E-05	6.850253459378E-05	0	0	6.850253459378E-05	0.0010960406	0	0.0028771065	0	0	0	0	0.0481572818	0.0517879162
MI_106_H	Healthy	0.0658019829	0.0014260492	0.0001358142	0.0012223279	0.1183620807	0.0051609398	0.0013581421	0.0004074426	0.0452940378	0.0002716284	0	6.79071030829825E-05	0.0005432568	0.000679071	0	0	0.0295395898	0.0001358142	0	0.0014260492	0	0.0027841912	0.0003395355	0.0001358142	0.0001358142	0	0	0.0021730273	6.79071030829825E-05	0.0272986554	0.0386391417	0	0.0945945946	0	0.0556159174	0.2067092218	0.0052288469	0.0010865136	0.0001358142	0.0370772783	0	0	6.79071030829825E-05	0.0001358142	0.0003395355	0.0004753497	0.0013581421	0.0180632894	0	0	0	0.0003395355	0.0455656662	0.1898003531
MI_107_H	Healthy	0	0.0020146397	0.0001343093	0.0132294675	0.0864951984	0.0008730105	0	0.000201464	0.2623060909	0.0002686186	0	0	0.0001343093	0.0002686186	0	0	0.0006043919	0	0	0.0014774025	0	0	0.0004700826	0.0013430931	0.0018131757	0	0	0.0088644147	0.0002686186	0.0010744745	0.0457994762	0	0.1145658451	0	0.0002686186	0.2881606339	0.0006715466	0.0016788664	0	0.1491504936	0	0.0001343093	0.0001343093	0	0	0	0	0.0020817944	0	0	0	0	0.0004029279	0.0151097979
MI_108_H	Healthy	0.0317901444	0.003456924	0	0.0479902393	0.1248559615	0.0398563004	0	0.0005422626	0.1908086491	0.0001355656	0.0095573782	0.0001355656	0	0.0220972006	0.0009489595	0	0.0256219074	0.0041347523	0.0031857927	0.0023723988	0	0.0052192774	0	0	0	0.0006778282	0	0.0002711313	0.0025079645	0.0155900495	0.0382295126	0	0.0439232698	0.0001355656	0.0204704128	0.2065342642	0.0091506812	0.002711313	0.0033213584	0.042703179	0.0001355656	6.77828238324409E-05	6.77828238324409E-05	0	0	0.0001355656	0.0086084186	0.0036602725	0	0	0.0236562055	0	0.0647325968	0
MI_109_H	Abnormal	0	0.0010689471	6.68091929449492E-05	0.2554115446	0.0253874933	0.0010689471	0.0138963121	0	0.0006680919	0.0009353287	0.0006012827	6.68091929449492E-05	0	0	0	0	0	0.0006012827	0	6.68091929449492E-05	0	0	0.0004676644	0.000334046	0.0002004276	0.0005344735	0	0.0148316408	0	0.0002672368	0.1023516836	0	0.0992784607	0	0	0.4034607162	0.0036076964	0.0004676644	0	0.0231159808	0	0.0002672368	0.0002004276	0	0	0	0	0.0471672902	0.0015366114	0	0	0	0	0.002071085
MI_110_H	Abnormal	0.002142905	0.000602692	0.0001339316	0.031406951	0.0125895667	0.1167213554	0.0001339316	0.0010714525	0.001205384	0.0449340387	0.0003348289	0.0496216433	0.0048215362	0.0273890042	0	0	0	0.0017411103	0	0	0	0.0003348289	0.000602692	0.0004017947	0	6.69657804861716E-05	0	0.0043527757	0	0	0.026250586	0	0.100046876	0	6.69657804861716E-05	0.5629813165	0.0013393156	0.00428581	0.0004687605	0.0025446997	0.0001339316	0	0.0002008973	0	0	0.0001339316	0	0.0005357262	0	0	0	0	0	0.0004017947
MI_111_H	Healthy	0.0655635125	0.0004866857	0.0010428979	0.0026420079	0.0792602378	0.0098727665	0	0.0002781061	0.0926093305	0.0011124244	0.0153653619	0.000139053	0.0010428979	0.0194674268	0	0	6.95265243690468E-05	0.0018772162	0.0006257387	0.0037544323	0	0.0041020649	0.0011819509	0.0034067997	0.052909685	0.0011819509	0	0.0104985052	0.0002085796	0.0209970104	0.1275116457	0	0.0943474936	0	0.0335117847	0.1754849475	0.0715427936	0.0052840159	0.0002085796	0.0228047	0	0.0085517625	0.0078564973	0	0	0.0016686366	0	0.0350413683	0	0.0041020649	0.000139053	0	0.0222484878	0
MI_112_H	Healthy	0	0.000673174	0.0001346348	0.0224166947	0.0678559408	0.0079434534	0	0.0002692696	0.0057219791	0.001682935	0	0	0.0002019522	0.0006058566	0	0	0	0.0038370919	0	0.0030966005	0.0002019522	0	6.73174015483002E-05	0.000336587	0.0001346348	0.0056546617	0	0.0032985527	0	0.0034331875	0.0164927634	0	0.0252440256	0	0.0119824975	0.1666105688	0.0038370919	0.0008751262	0.0004039044	0.0577583305	0	6.73174015483002E-05	0.0001346348	0	0	0.000673174	0	0.0051834399	0	0	0	0	0.0008751262	0.5822955234
MI_113_H	Abnormal	0	0.0008753619	0.0002020066	0	0.0187866137	0.0232307589	0	0.0018853949	0.0003366777	0.006060198	0	0	0.0009426975	0.0014813817	0	0	0	6.73355329607434E-05	0	0	0	0	0.0004713487	0.0001346711	0	0	0	0.0041074675	0	0.0002693421	0.0166992122	0	0.1278028416	0	0	0.0620833614	0.0214126995	0.0005386843	0.0001346711	0.0107063497	0	6.73355329607434E-05	0.0001346711	0	0	0.0002020066	0	0.008080264	6.73355329607434E-05	0.0001346711	0	0	6.73355329607434E-05	0.6930173052
MI_114_H	Healthy	0.041437028	0.0018371096	6.80410968224808E-05	0.0025175206	0.023882425	0.0017010274	0	0.0003402055	0.0206164523	0.0010886575	0	0.0002041233	0.0001360822	0.0001360822	0	0	0.1383275498	0.0004082466	0	0.0010886575	0.0007484521	0.0010206165	0.0001360822	6.80410968224808E-05	0	0	0	0.0066680275	0	0.0063958631	0.0281690141	0	0.1135605906	0	0.0201401647	0.3384364156	0.0132680139	0.0021773151	0.0005443288	0.02667211	0	0	6.80410968224808E-05	0	0	0.0019731918	0.0041505069	0.0012247397	6.80410968224808E-05	0	0	0	0.0163979043	0.1843233313
MI_115_H	Abnormal	0.0010756303	0.0035630252	0.001210084	0.0265546218	0.108302521	0.0026890756	0	0.0007394958	0.0883361345	0.0004705882	0	0.0004705882	0	0.0065882353	0	0	0	0.0007394958	0	0	6.72268907563025E-05	0	0.003697479	0.0031596639	0	0	0	0.0736134454	0	0.0017478992	0.0383865546	0	0.1828571429	0	0.003697479	0.292302521	0.0414789916	0.0008067227	0.0010084034	0.0235294118	0.0004033613	0.000605042	6.72268907563025E-05	0	0	0.0010084034	0	0.0135798319	0.0003361345	0	0	0.0002016807	0.0718655462	0.0048403361
MI_116_H	Healthy	0.1737944206	0.0016369961	0.0006138735	0.0393561149	0.0408566946	0.0145283405	0	0.0008867062	0.0152104222	0.0026601187	0.0001364163	0.0002046245	0	6.82081713389264E-05	0	0	0.0034104086	0.0001364163	0	0.0010913307	0.0021826615	0.0006138735	6.82081713389264E-05	0	0	0.0003410409	0	0.0033422004	0.0005456654	0.0268058113	0.0187572471	0.0010913307	0.033422004	0.0012277471	0.0059341109	0.3691426233	0.0135052179	0.0006138735	0.0004774572	0.0206670759	0	0.0002728327	0	0	0.0008184981	0.0064115681	0	0.0682081713	0.0004774572	0	0	6.82081713389264E-05	0.0092763113	0.1211377123
MI_117_H	Abnormal	0.0235996202	0.0109182151	0.00298386	0.00189882	0.0773769158	0.00122067	0	0.000339075	0.204190967	0.00067815	0.00149193	0	0.00013563	0.0072562051	0	0	0	0.000067815	0	0.000881595	0	0.000745965	0.0063067951	0.0164790452	0.001017225	0.0121388851	0.00027126	0.1234911162	0	0.001424115	0.0170893802	0	0.0575071206	0	0.0305845653	0.1433609114	0.0096975451	0.0068493151	0.00149193	0.0831411908	0.00027126	0	0	0	0	0.003865455	0	0.1331208463	0.0113251051	0	0	0	0.0064424251	0.000339075
MI_118_H	Healthy	0.1635207222	0.0003419505	0	6.83900971139379E-05	0.0586787033	0.014772261	0.0230474627	0.000683901	0.0078648612	0.0024620435	0.0049924771	0	6.83900971139379E-05	0.0001367802	0	0	0.0001367802	0.0002051703	0	0.0040350157	0.000683901	0.0008890713	0	0	0	0.0008206812	0	0.0006155109	0	0.0013678019	0.0605252359	0.0003419505	0.0331691971	0.0002051703	0.0001367802	0.3132950349	0.0008206812	0.0110791957	0.0028723841	0.0194911777	0.0020517029	0	0	0	0	0.0004103406	0	0.0018465326	0.0007522911	0	0	0.0002735604	0.005607988	0.2617289017
MI_119_H	Healthy	0.0001352814	0.002637987	0.0010822511	0.0272591991	0.0824540043	0.026853355	0	0.0077786797	0.0610795455	0.0034496753	0	0.0022997835	0.0008116883	0.0004058442	0	0	0	0.0006087662	0	0.0012851732	0	0.0025703463	0.0018262987	0.0002029221	0.0002029221	0.0001352814	0	0.1072781385	0.0002705628	6.76406926406927E-05	0.0206304113	0	0.177150974	0.0002029221	0.0002705628	0.1980519481	0.0608089827	0.0022321429	0.0013528139	0.0317234848	6.76406926406927E-05	0	6.76406926406927E-05	0	0.0004058442	0.0013528139	0	0.0221185065	0	0	0	0	0.0108901515	0.1419778139
MI_120_H	Abnormal	0	0.0026458616	6.7842605156038E-05	0.03385346	0.1620081411	0.0015603799	0	0	0.0504070556	0.0014925373	0	0.0010176391	0.0002035278	0	0	0	0	0.0008141113	0	0.0008141113	0	0	0.0001356852	0	0.0014925373	0	0	0.0094301221	0	6.7842605156038E-05	0.0481682497	0	0.112890095	0	0.0331750339	0.2610583446	0.0101085482	0.0066485753	0.0004748982	0.0763229308	0	0.0002035278	0.0004748982	0	0	0.0007462687	0	0.002578019	0	0	0	0	0.1622116689	0.0189280868
MI_122_H	Abnormal	0.0104081074	0.0095864147	0.001232539	0.0219802794	0.1939879485	0.0014379622	0.0004793207	0	0.0082169269	0.0002738976	0	0	0	0.0002054232	0	0.0002054232	0.0100657354	0.0052725281	0.0030813476	0.0002738976	6.84743905779239E-05	0.00842235	0.0004793207	0.0005477951	0.00280745	0.0014379622	0	0.0736784443	0	0.0043138866	0.0646398247	0	0.1471514654	0.0004108463	0.0288961928	0.1865242399	0.0009586415	0.0036291427	0.0002054232	0.0967543139	6.84743905779239E-05	0.0001369488	0.0004108463	0	0	0.0001369488	6.84743905779239E-05	0.0002738976	0.0001369488	6.84743905779239E-05	0	6.84743905779239E-05	0.0410846343	0.0699123528
MI_123_H	Abnormal	0.0001339674	0.0009377721	0.0001339674	0.033357894	0.0444102083	0.0058275839	0	0.0026123652	0.0200951169	0.0022774466	0	0.0008707884	0	0	0	0	0	6.69837229553219E-05	0	6.69837229553219E-05	0	0.0004019023	0.0042199745	0.001205707	0	0.0014736419	0	0.1160158082	0	0	0.0174827517	0	0.0620939112	0	0.0018085605	0.4775939447	0.0661129346	0.0089758189	6.69837229553219E-05	0.112197736	0	6.69837229553219E-05	6.69837229553219E-05	0	0.0001339674	0	0	0.0028803001	0.0013396745	0	0	0	0	0.0150713377
MI_124_H	Abnormal	0	0.0014964968	0.0002720903	0.1397183865	0.1116250595	0.0034011292	0	6.80225834977212E-05	0.0025168356	0.0002040678	0	0.0001360452	6.80225834977212E-05	0.0031290388	0	0	0.0002040678	0.0006122033	0	0	6.80225834977212E-05	0.010611523	0.0001360452	0.0004081355	0.004081355	0.0002040678	0.0002720903	0.0043534453	0	0.0105435004	0.0325147949	0	0.148289232	0	0.0107475682	0.3320862526	0.0350996531	0.0055098293	0.0243520849	0.0864567036	0	0.0002720903	0.0001360452	0	0.0001360452	6.80225834977212E-05	0	0.007346439	0	0	0	0	0.0227875655	6.80225834977212E-05
MI_125_H	Healthy	0.0255872199	0.0010153659	6.76910580112367E-05	0.0010153659	0.0964597577	0.0001353821	0	0.0003384553	0.0901644893	6.76910580112367E-05	0	0	0.0001353821	0.002369187	0	0	0.0263995126	0	0	0.0008799838	0	0.0015568943	0.0014215122	0	0.0134028295	6.76910580112367E-05	0	0.0043999188	0.0004738374	0.0005415285	0.0847492046	0	0.049008326	0.0016922765	0.0839369119	0.2153252555	0.0016922765	0.0025045691	0.0108305693	0.1022134976	0	0.0002707642	0	0	0	0.0003384553	0	0.1173086035	0.0001353821	0	0.0098152034	0	0.0512421309	0.0024368781
MI_126_H	Abnormal	0.1391819234	0.0003402981	6.80596202273191E-05	0.0004083577	0.2107125842	0.0002041789	0	6.80596202273191E-05	0.0187163956	6.80596202273191E-05	0	0	0	0.0022459675	0.0004083577	0	0.0043558157	0.0065337235	0	0.0025182059	0	0.0002722385	0	0	0	0	0	0.0014973116	0.0006805962	0.014700878	0.0598924658	0	0.0642482815	0.0023140271	0.0239569863	0.281902947	0.0004083577	0.0038113387	0	0.0884094467	0.0002041789	0.0002722385	0	0	0	6.80596202273191E-05	0.0002722385	0.0091880487	0.0015653713	6.80596202273191E-05	0	0	0.0599605254	0.0004764173
MI_127_H	Healthy	0.1096413473	0.0010227738	0.0004091095	0.0296604391	0.021478249	0.0038183554	0	0.0004772944	0.004977499	0.0061366426	0	0.0001363698	0.0002045548	0.0032046911	0	0	6.81849174962498E-05	0.0003409246	0	0.0012273285	0	0.0037501705	6.81849174962498E-05	0	0	0	0.0001363698	0.0066821219	0.0004772944	0.0128187645	0.0295922542	0	0.1048002182	0	0.0022501023	0.3286513023	0.0143870176	0.0038183554	0.0004772944	0.0010909587	0	0	0	0	0.0006136643	0.0004091095	0	0.0048411291	0	0	0	0	0.0333424247	0.2689894995
MI_128_H	Abnormal	0.0002030594	0.0039258156	0.000135373	0.1664410451	0.1395018275	0.001556789	0	0.000135373	0.0331663734	0.000135373	0.000135373	0	0	6.76864762420469E-05	0.0020982808	0	0	0.0002707459	0	0.0010829836	6.76864762420469E-05	0.0032489509	0.000135373	0.0004738053	6.76864762420469E-05	0.0249763097	0	0.0368891296	0	0	0.0220657913	0	0.1123595506	0.001286043	0.005821037	0.1491133072	0.0091376743	0.0039935021	0.002842832	0.1274536348	0	6.76864762420469E-05	0.0002030594	0	0	0.0003384324	0	0.1436983891	0	0	0	0	0.0066332747	0.0002707459
MI_129_H	Abnormal	0.0040997379	0.0002688353	0	0.0938235096	0.0442234021	0.0312521003	0	0.0016130116	0.0011425499	0.0045701996	0	0.0019490557	6.7208817796895E-05	0.0012769675	0	0	0	0.0002016265	0	0.0026883527	0	0.0040997379	0	0.0001344176	0.0002016265	0	0	0.0035620673	0	0.0038309026	0.0580684186	0	0.0682841589	0	0.0003360441	0.527858055	0.0258753949	0.0020834734	0.0004704617	0.0526245043	0	0.0004032529	0.0002688353	0	0	0.0003360441	0	0.0108206197	0.0001344176	0	0	0	0.0496001075	0.0038309026
MI_130_H1	Healthy	6.72178530617732E-05	0.0006049607	0	0.0340122336	0.0532365396	0.0006049607	0	6.72178530617732E-05	0.1813537676	0.0002688714	0	0	6.72178530617732E-05	0.0001344357	0	0	0.041607851	0.0010082678	0	0.0008066142	0	0.0035625462	0	0.0001344357	0	0.0016132285	0	0.0010754856	6.72178530617732E-05	0.0113598172	0.0928950729	0	0.1252940781	0.0006049607	0.02285407	0.3442226255	0.0285003697	0.0033608927	0.0008066142	0.0317940445	0	6.72178530617732E-05	0	0	0	0	0	0.001814882	0	0	0	0	0.0131746992	0.0029575855
MI_131_H	Abnormal	0	0.0002682943	0	0.0040244148	0.0592259709	0.0024817224	0	0.0024146489	0.513247032	0	0.0001341472	0	0	0.002079281	0	0	0	0.0026829432	0	0	0	0	0.0004024415	0	0	0	0	0.0003353679	0	0.0010061037	0.0099268898	0	0.1527936146	0	0	0.0932322758	0.0006036622	0.0268294319	0.0003353679	0.1229458716	0.0003353679	0.000804883	0	6.70735797169495E-05	0	0	0	0.002079281	0.0008719565	0	0	0	0	0.0008719565
MI_132_H	Healthy	0.0523571131	0.0011820331	0.0001390627	0.0193297177	0.0809345015	0.0035460993	0	0.0004171882	0.2051870394	0.0028507857	0.0150883048	0	0.0001390627	0.0257266027	0.0004867195	0.0016687526	0.0161312752	0.0004171882	0	0.0004171882	0	0.0039632874	6.95313586427479E-05	0	0	0	0	0.0031984425	0	0.0113336115	0.0195383118	0.0002781254	0.1586010291	0.0004171882	0.0390766236	0.168474482	0.0657766653	0.0006257822	6.95313586427479E-05	0.0134890836	0	0	0	0	0.0001390627	0.0002085941	0	0.0027812543	0.0010429704	0	0	6.95313586427479E-05	0.0846196635	0.0002085941
MI_133_H	Healthy	0.0007500852	0.0018411183	0.0001363791	0.0321854756	0.1108762359	0.0644391408	0	0.0011592226	0.1766109785	0.0189566996	0	0.0138424821	0.0013637913	0.0013637913	0	0	0.0002727583	0.0011592226	0	0.0130923969	0	0.0028639618	0.0001363791	0.0003409478	0	0.0150017047	6.81895669962496E-05	0.0156836004	0.0013637913	0.0079099898	0.0188885101	0	0.0596658711	0	0.0002045687	0.2066825776	0.0464370951	0.0006137061	0.002045687	0.0472553699	0.0002045687	0.0001363791	0	0	0.0034094783	0.0692124105	0	0.0317081487	6.81895669962496E-05	0	0	0	0.002523014	0.0295260825
MI_134_H	Abnormal	0.0212147828	0.000472941	0.000202689	0.0133099115	0.0100668874	0.0045942842	0.0053374772	0.0039862171	0.2683602459	0.001013445	0	0.0016890751	0.0015539491	0.0016890751	0	0	0.001148571	0.000067563	0	0.000405378	0	0.0017566381	0.000067563	0.000202689	0.000067563	0.001013445	0.001081008	0.0074994933	0	0.0014863861	0.0132423485	0.000067563	0.0922910614	0.000067563	0.0021620161	0.1993784204	0.1274238227	0.000405378	0	0.0152016756	0.000067563	0.000472941	0	0	0	0.000405378	0	0.1198567664	0.0482399838	0	0	0	0.0099993244	0.0224309168
