OTU_ID	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_083_H	0.0012979915	0.0078562645	0.0003415767	0.0004098921	0.0359338707	0.0620986474	0	0.0033474518	0.0022544063	0.0236371089	0	0	0.0001366307	0.0003415767	0	0	0.0100423555	0.0003415767	0	0.0000683	0	0.0002732614	0.0004782074	0.002391037	0.0006148381	0.0004782074	0.0004098921	0.0379833311	0.0000683	0.0004098921	0.0112720317	0	0.0626451701	0	0.000204946	0.3436944938	0.0050553354	0.0008197841	0.0000683	0.0002732614	0	0.0007514688	0	0	0.0007514688	0.0363437628	0	0.2864462358	0.000204946	0	0	0	0.0451564421	0.0150976909
MI_084_H	0.0454545455	0.0001350804	0.0002026206	0.0162096447	0.0412670539	0.0029717682	0	0.0002701607	0.0038497906	0.0018911252	0	0.0012832635	0.0006754019	0	0	0	0	0.0013508037	0	0.0062812373	0.0016885047	0.0054032149	0.0002701607	0.0002026206	0.0004052411	0.0008780224	0.0008780224	0.0038497906	0.0008780224	0.0087802242	0.0690260705	0.0000675	0.1602053222	0	0	0.2459138187	0.0145211401	0.0022963663	0.0002701607	0.0718627583	0.0002701607	0	0.0000675	0	0	0.0000675	0	0.265568013	0.0001350804	0	0	0	0.0213426989	0.0033094691
MI_085_H	0	0.0016762118	0	0.0090096382	0.0410671882	0.0159938539	0	0.0031428971	0.5174605392	0.0104763235	0	0.00356195	0.0002095265	0	0	0	0	0.0065651627	0	0	0	0	0.009358849	0.0030032127	0.0000698	0.0004888951	0	0.0287749686	0.0001396843	0.0044000559	0.0096382176	0	0.1350747311	0	0.0003492108	0.1723006006	0.0033524235	0.0122922196	0.0053080039	0.0023047912	0.0002793686	0.0006285794	0.0002095265	0	0	0.0001396843	0	0.002234949	0.0000698	0	0	0	0	0.0004190529
MI_086_H	0.0000674	0.0018203883	0.000337109	0.011596548	0.0453748652	0.0006742179	0	0.0001348436	0.0791531823	0.0000674	0	0.0000674	0	0	0	0	0.0049892125	0.0031688242	0	0	0	0	0.0018203883	0.0006742179	0.0022923409	0.0008764833	0.0006742179	0.0221817691	0.0000674	0	0.0160463862	0	0.2030070119	0	0	0.5254854369	0.0067421791	0.002562028	0.0002022654	0.0112594391	0	0.0009439051	0.0006067961	0	0	0.0000674	0.0120685005	0.0444983819	0.0000674	0	0	0	0	0.0004045307
MI_087_H	0.0219495569	0.0014314928	0	0.0218132243	0.0274710293	0.1048398091	0	0.014860259	0.0002726653	0.0132924335	0.0036809816	0	0.0006816633	0.0025903204	0	0	0	0.0010906612	0	0.0014314928	0.0001363327	0	0.0001363327	0	0.0000682	0	0	0.0010906612	0	0.0038854806	0.0315610089	0.0008179959	0.0736196319	0	0.0852760736	0.3096796183	0.0273346967	0.0008861622	0	0.0036809816	0	0.000204499	0	0	0	0.0010906612	0	0.0597818678	0	0	0	0.0006816633	0.0006134969	0.1840490798
MI_088_H	0.2490584127	0.0001369582	0	0.0071903034	0.030130795	0.0110936109	0	0.0006163117	0.0015750188	0.0044511402	0.0000685	0.0003423954	0.0004108745	0.0023967678	0	0	0.0001369582	0.000821749	0	0.0042457029	0.0000685	0.0331438745	0.0000685	0	0.0002054372	0	0	0.0018489352	0	0.0168458536	0.0901184688	0.0003423954	0.0402656988	0	0.0014380607	0.0993631446	0.0250633431	0.0054783264	0.0063000753	0.0036293912	0	0.0001369582	0.0002739163	0	0	0.0013695816	0	0.0058892008	0	0.0001369582	0	0	0.0004793536	0.3548585907
MI_089_H	0	0.0015513287	0.0004721435	0.0010117361	0.0472143532	0.0854579792	0	0.0166599218	0.0440442466	0.0224605423	0	0.0016862269	0.0035073519	0.0066100094	0	0	0.0024281667	0.0015513287	0	0.0033050047	0	0.0004046945	0.0002023472	0.0007419398	0	0	0.0001348982	0.0031701066	0	0.0089707271	0.0192904357	0	0.0933495211	0	0.0259678942	0.293066235	0.0839740996	0.0029677593	0.0003372454	0.0330500472	0	0.0000674	0.0000674	0	0.0004046945	0.0011466343	0	0.0543639552	0.0004046945	0	0	0	0.0111290975	0.1288277351
MI_090_H	0.1838561957	0.0005467842	0.0001366961	0.0001366961	0.0678012439	0.0621967056	0.0141480418	0.0065614107	0.0310983528	0.0036224455	0	0	0.0017770487	0.0063563666	0	0	0	0.0104572483	0	0.0018453968	0.0002733921	0.0061513225	0.0000683	0.0002733921	0.0125076892	0.0029389652	0.0004100882	0.019479188	0	0.0053311462	0.0123709931	0.0013669606	0.0903560932	0.0008885244	0.0000683	0.3754357187	0.0334905338	0.0014353086	0.0009568724	0.014489782	0.0000683	0.0000683	0	0	0	0.0016403527	0	0.0179755314	0.0102522042	0	0	0.0006834803	0	0.0004784362
MI_091_H	0.1067673227	0.0004718253	0.0001348072	0.0044486384	0.0975330278	0.0385548665	0	0.0013480723	0.0096387166	0.0001348072	0.0006066325	0	0.0002022108	0.002089512	0	0	0	0.002965759	0	0.0035049879	0.0002696145	0	0	0.0002022108	0.0033701806	0.0080210299	0.0000674	0.0027635481	0.0026287409	0.0107171744	0.022984632	0.0006066325	0.1774737126	0.001213265	0	0.246697223	0.0636964141	0.0018873012	0.0001348072	0.0405769749	0	0.0005392289	0	0	0	0.0012806686	0	0.1326503101	0.0002022108	0.0001348072	0	0	0.0004044217	0.0130763009
MI_092_H	0.0000678	0.0008818342	0.0007461674	0.104327771	0.071021571	0.0267263601	0	0.0018315018	0.0183150183	0.0007461674	0	0.0005426672	0.000339167	0.0002035002	0	0	0	0.0004070004	0	0	0	0	0	0.0000678	0.0001356668	0	0	0.0068511735	0	0.0002035002	0.0322208656	0	0.1221679555	0	0.0002713336	0.3794600461	0.0980192647	0.0004748338	0	0.0269298603	0	0	0	0	0	0.0001356668	0	0.0160086827	0.000678334	0	0	0	0.0902184236	0
MI_093_H1	0.0875756742	0.0002063841	0.0004127683	0.0683131535	0.0346037424	0.0429279031	0	0.0034397358	0.1455008255	0.0044028619	0.0022014309	0.000481563	0.0007567419	0.0217391304	0	0	0	0.0037149147	0.0013758943	0.0005503577	0	0.0010319207	0.0000688	0.0000688	0	0.0034397358	0	0.0185057788	0	0.0098376445	0.0106631811	0.000481563	0.089570721	0	0.03398459	0.1982663731	0.0467804073	0.0008943313	0.0002751789	0.0260731976	0	0	0	0	0	0.0049532196	0.0091496973	0.0319207485	0.0000688	0	0	0.000481563	0.0489130435	0.046367639
MI_094_H	0.003617121	0.0068993235	0.000067	0.0914997656	0.0442762409	0.0041529908	0	0.0008038047	0.0522473039	0.0001339674	0.0001339674	0	0	0.0025453815	0	0	0	0.000067	0	0.000067	0	0.000067	0.0001339674	0.0002009512	0.0010717396	0.0149373702	0.0002679349	0.0039520397	0.0004019023	0.0002009512	0.0023444303	0	0.0288699846	0.0001339674	0	0.2688056802	0.166588519	0.0021434791	0	0.0487641503	0	0.0002679349	0	0	0	0	0	0.2505191239	0.0023444303	0	0	0	0.0006028535	0.0008707884
MI_095_H	0	0.0015483002	0.0002692696	0.0401884887	0.0468529115	0.1937394817	0	0.0110400539	0.1735442612	0.0155503198	0	0.0317064961	0.0054527095	0.0450353416	0	0	0.0000673	0	0	0	0	0.0007404914	0.000673174	0.0009424436	0	0	0.0004039044	0.0054527095	0	0.0014809828	0.0135307977	0	0.1116795692	0	0.0035005049	0.2211376641	0.0354089532	0.0076068664	0.0001346348	0.0189835072	0	0.0000673	0	0	0.0008078088	0.0037024571	0	0.0055200269	0	0	0	0	0.0032312353	0
MI_096_H	0	0.0002711313	0.0003389141	0.070426354	0.0087439843	0.0418220023	0	0.001152308	0.0253507761	0.0032535755	0	0.0046770148	0.0006100454	0.007320545	0	0	0.0026435301	0.0010167424	0	0.0002711313	0.0000678	0	0.0000678	0	0.0008133939	0.0002711313	0	0.0139632617	0.0001355656	0.0071849793	0.0149122212	0.0002711313	0.2331051312	0	0.0056937572	0.3095641564	0.15122348	0.0008811767	0.0001355656	0.001152308	0	0.0000678	0	0	0	0.0003389141	0	0.0132854335	0.0006778282	0	0	0	0.0218938521	0.0563953094
MI_097_H	0.0656968877	0.001217862	0.000473613	0.0790933694	0.0864682003	0.0451285521	0	0.0027063599	0.000405954	0.0197564276	0.000202977	0	0.000270636	0.0100135318	0	0	0	0.000270636	0	0.000811908	0.000608931	0.001759134	0.000338295	0.000541272	0	0.000270636	0	0.0170500677	0.000338295	0.0058863329	0.0348443843	0.000405954	0.0861975643	0	0.0025033829	0.3226657645	0.0221921516	0.000879567	0	0.0034506089	0	0.000608931	0	0	0.0000677	0.0133964817	0	0.1366711773	0.0132611637	0	0	0.000338295	0.0192151556	0.0039918809
MI_098_H	0.0494281046	0.0004765795	0	0.0460920479	0.0474537037	0.04833878	0.0016339869	0.0012254902	0.0712145969	0.0011574074	0.0028594771	0.0001361656	0.0001361656	0.0281862745	0	0	0	0.0002042484	0	0.0011574074	0	0.0059912854	0	0	0.0000681	0	0	0.0008850763	0	0.014501634	0.0161356209	0.0004084967	0.0825844227	0.0019744009	0.1491013072	0.1231617647	0.1690495643	0.0016339869	0	0.0383986928	0	0.0000681	0	0	0.0002723312	0.0007489107	0	0.0020424837	0.0019744009	0	0	0.0001361656	0.0272331155	0.0639297386
MI_099_H	0.0036405312	0.0028989415	0.0024270208	0.0105845075	0.0271017326	0.0174610665	0	0.0021573519	0.0121351042	0.0022247691	0	0.000269669	0	0.0001348345	0	0	0	0.000539338	0	0	0.0000674	0	0.0000674	0.0006741725	0.0000674	0.0051237106	0	0.1711723859	0.0020899346	0.0000674	0.0102474213	0	0.0448324681	0	0.0002022517	0.1913975595	0.0165172251	0.0004045035	0.0003370862	0.000269669	0	0	0	0	0	0.0018876829	0.0001348345	0.4720555518	0	0	0	0	0.0003370862	0.0004719207
