OTU_ID	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00029	Otu00030	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00051	Otu00052	Otu00053	Otu00054	Otu00056	Otu00057	Otu00058	Otu00059	Otu00060	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00068	Otu00069	Otu00070	Otu00071	Otu00072	Otu00073	Otu00074	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00080	Otu00081	Otu00082	Otu00083	Otu00084	Otu00085	Otu00086	Otu00087	Otu00088	Otu00089	Otu00090	Otu00091	Otu00092	Otu00093	Otu00094	Otu00095	Otu00096	Otu00097	Otu00098	Otu00099	Otu00100	Otu00102	Otu00103	Otu00104	Otu00105	Otu00106	Otu00108	Otu00109	Otu00110	Otu00111	Otu00112	Otu00113	Otu00115	Otu00117	Otu00118	Otu00119	Otu00120	Otu00121	Otu00122	Otu00123	Otu00124	Otu00125	Otu00126	Otu00127	Otu00128	Otu00129	Otu00130	Otu00132	Otu00133	Otu00136	Otu00137	Otu00138	Otu00139	Otu00140	Otu00141	Otu00142	Otu00143	Otu00144	Otu00145	Otu00146	Otu00147	Otu00148	Otu00149	Otu00150	Otu00151	Otu00153	Otu00154	Otu00155	Otu00156	Otu00157	Otu00160	Otu00162	Otu00163	Otu00164	Otu00165	Otu00166	Otu00167	Otu00168	Otu00169	Otu00171	Otu00172	Otu00173	Otu00174	Otu00175	Otu00176	Otu00177	Otu00178	Otu00179	Otu00180	Otu00181	Otu00182	Otu00183	Otu00184	Otu00186	Otu00187	Otu00188	Otu00189	Otu00190	Otu00191	Otu00193	Otu00196	Otu00197	Otu00198	Otu00199	Otu00200	Otu00201	Otu00202	Otu00205	Otu00206	Otu00207	Otu00208	Otu00209	Otu00210	Otu00211	Otu00212	Otu00214	Otu00215	Otu00216	Otu00217	Otu00218	Otu00219	Otu00220	Otu00221	Otu00222	Otu00223	Otu00224	Otu00225	Otu00226	Otu00228	Otu00230	Otu00231	Otu00232	Otu00233	Otu00234	Otu00235	Otu00236	Otu00237	Otu00238	Otu00240	Otu00241	Otu00242	Otu00243	Otu00244	Otu00246	Otu00247	Otu00248	Otu00249	Otu00251	Otu00252	Otu00253	Otu00254	Otu00255	Otu00256	Otu00257	Otu00258	Otu00259	Otu00262	Otu00263	Otu00264	Otu00265	Otu00266	Otu00268	Otu00269	Otu00270	Otu00271	Otu00272	Otu00273	Otu00275	Otu00276	Otu00278	Otu00279	Otu00280	Otu00281	Otu00282	Otu00283	Otu00284	Otu00285	Otu00286	Otu00287	Otu00288	Otu00289	Otu00290	Otu00291	Otu00292	Otu00294	Otu00295	Otu00297	Otu00298	Otu00300	Otu00302	Otu00304	Otu00306	Otu00307	Otu00308	Otu00309	Otu00311	Otu00312	Otu00313	Otu00315	Otu00318	Otu00319	Otu00323	Otu00324	Otu00325	Otu00328	Otu00329	Otu00330	Otu00331	Otu00332	Otu00333	Otu00334	Otu00335	Otu00336	Otu00337	Otu00338	Otu00341	Otu00344	Otu00345	Otu00346	Otu00348	Otu00349	Otu00350	Otu00352	Otu00353	Otu00354	Otu00360	Otu00361	Otu00362	Otu00364	Otu00367	Otu00368	Otu00369	Otu00372	Otu00373	Otu00374	Otu00382	Otu00383	Otu00384	Otu00385	Otu00387	Otu00388	Otu00396	Otu00404	Otu00406	Otu00407	Otu00412	Otu00416	Otu00420	Otu00422	Otu00424	Otu00425	Otu00427	Otu00430	Otu00431	Otu00436	Otu00438	Otu00439	Otu00440	Otu00441	Otu00446	Otu00447	Otu00453	Otu00462	Otu00463	Otu00465	Otu00469	Otu00479	Otu00481	Otu00485	Otu00491	Otu00496	Otu00498	Otu00499	Otu00502	Otu00505	Otu00510	Otu00511	Otu00516	Otu00517	Otu00522	Otu00528	Otu00529	Otu00531	Otu00535	Otu00540	Otu00543	Otu00550	Otu00566	Otu00567	Otu00570	Otu00597	Otu00598	Otu00599	Otu00600	Otu00602	Otu00603	Otu00622	Otu00626	Otu00635	Otu00639	Otu00679	Otu00684	Otu00703	Otu00710	Otu00779	Otu00812	Otu00830	Otu00836	Otu00908	Otu00914	Otu01016	Otu01115	Otu01167	Otu01384	Otu01429
MI_041_H	3	113	28	581	3	86	0	19	25	24	0	1787	1658	11	0	1709	265	1596	82	30	4	199	35	35	12	20	0	0	35	156	0	7	71	492	55	0	97	3	0	0	31	0	31	18	43	113	527	3	0	1	0	180	0	0	5	6	169	202	390	0	0	24	77	41	287	0	3	0	0	1	35	3	11	346	7	0	1	0	0	8	1	145	16	172	8	0	0	6	7	0	0	0	0	1	0	27	0	17	0	2	0	105	0	2	9	0	6	0	0	8	0	0	4	5	0	0	1	0	0	9	14	0	0	0	9	970	4	0	0	2	29	0	0	0	0	0	0	0	8	0	200	1	40	27	0	0	7	6	0	40	2	3	11	3	1	3	0	0	3	0	4	15	0	0	0	0	12	0	0	0	0	23	9	14	13	0	2	0	0	15	1	0	4	7	2	0	0	2	3	0	0	5	0	0	13	0	11	0	4	11	186	0	0	3	0	0	1	0	0	0	0	2	1	46	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	22	1	0	0	0	0	9	3	0	0	0	2	3	0	2	0	2	0	31	0	8	0	52	0	10	0	0	0	10	0	0	0	0	2	0	0	0	0	55	0	0	0	92	0	0	0	0	0	0	0	0	0	45	0	3	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	32	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	13	0	10	0	0	10	0	0	0	0	0	0	0	0	7	0	0	1	8	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_042_H	99	891	1954	424	134	2	2131	639	159	1027	280	90	1052	90	327	150	293	543	182	40	70	14	2	105	0	13	159	36	287	13	38	103	6	363	39	5	202	0	18	7	8	2	37	4	105	25	79	7	6	1	0	96	25	0	3	5	35	46	5	14	0	13	18	0	7	0	0	1	0	1	0	2	4	128	16	0	0	0	3	22	0	60	3	37	2	9	0	0	0	0	3	1	0	1	0	7	0	0	0	23	0	53	0	85	2	0	1	46	4	1	45	0	2	0	0	9	0	64	118	1	21	1	0	42	3	72	0	0	0	2	11	1	7	2	0	13	0	2	3	204	3	0	0	1	0	0	0	0	2	3	89	2	4	1	0	0	0	0	6	5	1	4	0	1	0	1	0	0	0	241	0	0	0	6	0	0	15	2	0	7	0	0	0	11	3	0	9	3	0	0	0	0	0	4	4	0	0	0	9	0	40	7	0	2	0	223	0	0	0	33	40	1	7	5	0	0	0	0	0	0	0	1	0	23	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	5	0	0	12	0	14	6	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	25	0	0	0	31	0	0	0	0	0	0	4	4	0	0	0	0	0	0	1	0	0	0	0	32	0	0	0	0	2	0	0	0	1	5	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	0	0	0	0	20	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_043_H	40	616	65	526	99	0	217	35	5	91	2263	1265	232	72	102	237	100	353	48	31	153	4	259	10	110	73	30	276	17	3	21	25	56	370	12	0	1	0	6	2	149	0	338	4	53	17	85	7	20	0	0	52	0	0	1	2	7	7	0	0	13	30	4	46	14	2	1	1	17	0	2	2	0	17	1	1	23	179	1	27	0	6	20	9	7	45	0	31	6	1	6	20	0	6	0	6	0	4	1	87	0	40	0	11	7	7	4	4	39	0	4	0	0	19	0	26	0	11	0	0	1	5	0	252	0	3	0	0	0	0	4	0	2	20	0	26	0	6	16	19	48	1	15	6	0	0	0	56	1	7	3	10	1	19	0	1	1	0	2	0	1	4	2	5	0	1	0	54	0	39	0	0	1	0	338	0	1	108	0	0	0	9	15	0	1	1	1	5	0	16	0	0	0	3	0	0	0	0	6	7	4	0	1967	0	7	36	2	0	0	10	3	0	0	25	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	240	1261	0	7	0	0	0	29	0	0	0	0	99	1	0	0	0	1	0	0	2	0	0	7	0	0	2	9	1	33	0	15	0	0	0	6	0	0	0	0	0	0	0	1	0	4	0	37	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	9	0	0	4	0	0	2	0	0	0	23	2	0	0	0	0	0	5	3	0	0	163	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	13	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0
MI_044_H	61	512	82	244	295	106	103	52	76	49	0	645	0	220	0	36	586	93	0	0	41	26	0	67	17	3	107	0	36	99	94	210	327	38	27	27	476	0	0	35	0	1855	58	13	10	264	216	22	17	5	0	117	2	2	45	1	0	91	14	0	1	25	50	0	1	17	63	23	586	0	0	13	1	8	45	15	23	0	15	1456	119	30	15	22	7	44	0	11	105	0	10	256	34	11	0	9	0	0	0	32	0	15	0	1	7	126	20	32	341	28	4	0	0	0	0	23	0	3	30	30	22	29	625	0	39	0	0	0	0	1	0	0	0	156	4	19	0	5	87	0	0	15	13	1	0	0	0	2	0	0	0	12	17	0	0	12	425	0	8	0	0	3	1	6	0	1	18	0	5	0	7	0	9	0	69	0	40	10	0	0	0	26	9	6	37	0	5	3	9	0	0	2	0	18	1	0	68	1	43	8	0	0	0	0	3	0	0	0	0	271	19	0	1	0	0	1	0	0	98	0	0	0	0	1	1	0	3	0	1	4	5	0	0	0	3	30	8	0	15	1	15	0	0	0	9	0	0	0	0	0	0	0	4	0	170	134	2	0	0	9	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	377	0	28	2	0	0	0	0	0	0	0	0	0	163	0	3	0	1	7	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_045_H	61	603	516	24	277	2767	306	1541	154	203	0	212	1	372	0	228	54	608	0	15	14	179	45	63	146	47	16	29	315	27	0	0	20	161	33	0	48	183	17	2	36	0	60	0	22	20	64	2	8	49	0	48	0	0	14	5	5	22	6	2	83	133	25	0	3	109	0	1	13	1	0	2	0	9	3	26	773	0	11	8	4	12	12	40	0	0	0	18	0	0	3	0	503	6	0	7	0	2	0	1	0	0	0	0	15	27	0	59	1	4	2	0	0	0	0	8	0	0	0	0	7	0	0	4	0	22	0	0	0	3	1	0	3	0	0	32	0	0	24	0	45	0	34	0	0	2170	13	0	0	0	28	3	3	9	5	0	3	0	0	0	0	0	0	3	16	79	0	0	0	0	1	0	0	2	0	0	3	11	0	11	4	8	21	16	1	0	1	2	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	40	4	0	0	0	0	0	0	0	0	0	31	0	0	3	0	0	12	0	11	0	0	0	2	0	1	0	4	0	99	0	0	6	0	0	0	0	0	0	0	0	0	0	10	3	0	89	0	8	0	1	8	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	4	0	0	0	0	61	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	1	0	39	0	0	0	0	0	0	0	0	7	0	0	0	0	0	32	0	0	0	0	0	0	0	7	0	0	4	16	0	0	0	0	4	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MI_046_H	90	1245	517	60	264	21	626	3697	0	214	131	431	117	102	65	696	208	0	0	252	43	141	2	255	9	13	12	64	65	97	997	0	20	1	33	28	87	0	0	13	76	0	2	5	11	40	345	0	1	2	0	1047	0	0	32	30	23	16	72	10	2	340	31	0	13	0	63	4	0	2	0	2	14	0	8	0	0	0	0	18	17	64	1	364	0	0	0	70	102	0	4	0	0	2	0	23	0	5	0	4	0	0	0	0	0	0	8	16	8	4	0	0	9	0	13	7	0	0	0	0	23	0	0	1	1	92	24	0	0	0	0	0	5	0	0	0	0	1	59	1	6	2	0	0	0	0	5	1	6	2	7	0	2	0	9	3	1	4	1	0	2	1	0	0	0	18	0	0	0	0	0	0	3	3	0	0	5	0	0	18	0	166	0	54	1	0	2	0	0	0	0	2	2	0	0	0	0	0	24	16	0	0	0	2	0	0	0	0	0	3	16	3	0	7	0	3	0	0	0	0	182	0	0	1	2	59	40	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	0	1	0	2	0	0	0	21	0	0	0	18	0	1	0	0	4	0	0	0	0	10	0	0	3	26	0	0	0	3	1	0	1	0	17	0	10	0	0	0	0	0	0	2	6	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_047_H	228	2931	834	6	333	1	426	1057	13	26	5	27	123	331	0	127	362	974	29	162	54	42	189	39	7	4	3	8	26	157	131	20	6	274	18	6	25	0	67	14	8	0	14	0	11	5	78	8	0	0	0	234	0	6	2	39	5	16	3	538	14	56	14	5	20	202	10	4	43	0	0	12	10	114	6	0	51	0	1	5	3	23	59	148	6	108	825	241	136	0	1	23	12	3	0	7	0	0	0	0	0	56	0	120	140	2	23	10	3	0	0	0	0	0	0	10	0	0	0	0	8	36	0	0	1	38	2	0	0	0	0	0	1	0	0	5	0	0	1	10	1	0	1	2	0	1	1	2	0	5	37	2	1	0	0	0	42	0	5	3	2	0	24	0	0	0	0	0	0	0	2	60	2	11	0	0	1	8	0	4	0	0	0	46	4	6	0	0	0	0	0	1	1	1	0	9	10	1	1	0	42	0	0	0	0	0	5	0	0	0	15	0	0	0	0	0	0	0	0	0	37	120	0	4	3	18	0	0	0	1	0	0	0	0	0	0	2	0	78	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	5	0	0	201	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	32	3	0	0	0	0	0	0	131	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	11	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	26	0	0	1	0	0	0	0	3	0	0	0	0	0	0	102	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	10	559	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MI_048_H	1	2	8	857	127	6474	1914	2300	1	212	0	0	25	73	0	0	1	2	0	171	15	243	0	96	181	13	76	8	147	8	1	0	0	1	11	0	23	0	0	1	88	0	0	5	23	19	0	0	0	88	0	0	0	171	109	2	5	14	0	2	0	0	15	0	0	0	34	8	0	0	0	0	9	0	2	0	0	0	26	0	34	13	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	107	11	0	5	0	0	0	0	0	0	49	0	0	0	0	20	0	0	0	0	24	11	0	0	0	1	0	0	0	0	0	15	2	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	12	0	22	2	0	0	0	0	0	0	4	0	0	0	0	0	6	18	0	0	2	0	0	0	0	0	0	0	7	72	53	0	0	0	0	11	1	0	0	0	3	0	0	0	0	0	0	0	295	0	0	0	1	0	0	1	2	0	0	0	5	0	0	0	0	63	3	0	0	0	0	10	0	0	0	0	0	0	28	0	0	6	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	6	9	9	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	21	0	0	0	0	70	0	0	0	0	5	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_049_H	1028	38	194	67	486	0	690	1247	0	55	533	308	446	273	0	42	53	203	1	64	132	55	0	58	1244	10	446	794	36	95	0	0	21	891	148	0	108	0	0	40	147	0	7	15	2	27	49	18	86	542	0	0	0	0	6	5	7	92	0	0	0	670	120	0	14	0	1	34	0	0	0	2	4	2	10	339	0	0	170	0	56	7	6	152	1	0	0	0	2	0	86	0	0	3	0	7	0	1	0	29	0	0	0	0	0	6	14	360	28	0	0	0	3	0	0	507	8	0	0	0	113	0	0	59	0	33	0	0	0	2	2	0	60	0	0	0	3	0	0	5	0	15	24	0	1	0	72	0	1	0	0	10	0	0	55	0	0	0	0	3	0	2	0	27	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	7	0	25	0	14	2	0	3	0	0	0	0	19	0	0	1	0	0	0	20	8	0	0	0	0	0	0	47	0	0	3	0	0	0	6	0	10	0	0	25	7	0	0	0	23	0	0	0	0	252	0	0	0	0	0	68	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	0	17	0	2	0	6	2	0	5	0	26	0	0	1	0	0	0	0	0	0	7	35	0	0	0	0	1	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	4	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_050_H	0	2	69	23	32	5765	4232	68	0	44	0	9	56	62	122	210	184	0	0	241	7	31	0	19	61	6	215	46	67	6	694	2	16	0	11	32	8	0	0	2	78	0	0	4	16	12	650	0	1	36	0	0	65	1	53	8	25	14	0	0	26	0	2	1	6	0	0	14	0	8	0	1	3	70	5	2	0	0	3	0	0	16	0	0	0	0	0	4	5	0	3	0	0	3	0	25	0	2	0	0	0	0	0	0	0	4	3	15	4	5	102	0	1	135	0	10	34	0	0	0	7	0	0	17	6	0	16	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	7	0	0	1	2	9	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	7	0	0	1	0	0	0	0	0	0	17	10	0	0	18	24	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	4	44	0	0	0	60	0	0	3	0	0	0	19	8	0	4	0	3	13	0	0	26	0	0	0	1	0	0	2	0	13	0	0	0	13	0	5	0	0	0	0	2	0	40	5	0	2	3	0	0	0	1	0	0	17	6	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	15	1	28	9	0	11	0	1	0	0	0	0	0	0	75	0	1	0	0	0	10	0	0	4	26	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
MI_051_H	78	608	1037	4407	250	3	30	377	252	227	0	367	1405	446	0	40	134	556	0	91	71	18	387	34	18	32	7	12	63	49	311	5	12	33	9	5	61	0	22	70	2	0	6	23	16	38	58	150	1	4	0	0	0	0	1	4	14	31	10	0	10	4	7	0	17	846	2	7	0	0	0	54	5	14	10	44	0	0	3	11	0	27	9	38	3	380	0	0	0	37	11	0	0	4	0	15	0	7	0	26	0	0	0	0	3	0	27	2	11	0	0	0	7	0	0	2	0	0	0	0	2	0	0	0	2	0	0	1	0	0	3	0	1	0	0	0	5	0	8	9	2	5	19	0	0	0	6	1	0	5	0	0	2	0	3	0	0	0	4	2	0	0	0	2	4	72	0	0	5	0	3	0	1	1	0	14	4	0	0	3	4	280	0	21	2	0	1	3	1	0	0	0	1	3	0	0	1	0	0	6	0	1	0	0	0	0	6	0	7	0	7	1	0	5	2	0	0	0	0	7	0	0	0	1	0	8	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	70	3	0	0	0	0	1	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	35	50	0	0	0	1	10	0	0	0	0	0	254	0	0	0	0	8	0	0	0	0	0	20	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	141	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	133	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_052_H	27	726	1857	552	471	9	216	1032	21	450	0	210	1	756	30	225	533	957	1	540	291	153	1	67	26	160	75	11	238	44	0	44	115	1	17	0	70	0	72	25	58	45	19	23	7	22	246	28	6	5	0	0	0	0	1	6	35	49	7	796	4	21	40	0	19	8	7	4	245	3	0	250	18	149	18	3	2	0	6	0	27	40	2	106	12	6	0	30	414	0	15	0	0	14	0	19	1	38	0	26	0	59	48	54	0	16	15	17	5	0	0	0	8	0	0	2	0	0	0	0	24	0	0	2	0	30	0	0	0	0	9	0	0	0	0	0	0	1	50	31	12	10	11	0	0	0	0	15	12	0	29	4	0	0	0	5	0	0	10	0	15	2	0	4	3	0	0	0	0	0	4	4	0	12	1	1	2	12	0	22	101	0	10	23	1	1	0	3	1	0	0	0	0	4	0	0	9	0	11	11	0	83	0	0	0	739	6	0	0	0	0	9	0	3	2	0	0	0	0	0	0	70	0	0	0	0	0	0	4	0	0	0	0	0	0	1	12	1	0	0	0	15	0	9	1	0	0	5	1	0	0	81	0	11	0	0	7	0	0	4	6	0	0	0	0	0	0	2	0	0	1	17	0	0	0	3	0	0	0	0	0	17	10	0	0	1	0	2	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	10	0	2	0	0	1	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_053_H	11	526	1063	11	47	14	1407	2273	0	239	783	190	9	141	666	477	187	1081	196	9	3	5	1	90	0	26	1	7	33	251	0	0	3	109	16	0	11	1	0	1	1	0	2	0	16	23	128	10	0	4	0	143	0	0	9	1	28	68	0	200	1	103	0	0	12	0	1	1	0	1	0	0	0	101	3	0	38	724	1	0	0	115	0	2	0	1	0	11	15	0	0	0	0	3	0	122	0	1	0	0	0	315	0	1	0	1	0	0	0	11	1	0	0	0	0	5	0	0	0	1	75	0	0	21	1	0	0	2248	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	9	0	0	13	0	17	12	55	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	3	3	0	0	18	0	0	2	0	0	0	12	3	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0	79	0	0	2	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	2	0	0	8	0	1	0	0	0	0	0	2	8	1	0	0	0	5	0	0	0	3	0	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	0	2	0	0	3	0	0	16	0	0	0	0	0	1	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MI_054_H	183	1388	601	752	104	2027	11	0	33	1	0	11	94	970	197	40	407	42	78	18	5	128	0	113	406	22	45	0	34	465	0	149	2	579	313	0	70	0	0	24	3	0	0	22	1	29	37	89	123	161	0	0	0	0	153	0	26	7	0	1	82	0	1153	0	7	0	3	11	0	0	0	1	13	4	1	917	0	0	0	0	1	86	0	128	0	0	0	5	0	0	744	0	0	6	0	0	0	6	0	0	0	34	0	0	0	0	0	0	0	2	0	0	6	60	0	329	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	2	0	0	0	0	2	0	0	0	7	2	0	0	1	27	0	1	0	1	0	0	0	2	0	5	0	84	0	0	0	0	0	0	0	11	0	0	14	0	0	1	0	0	2	1	0	0	197	0	0	0	2	0	0	0	0	0	0	0	0	165	0	2	2	0	0	0	0	0	36	11	0	0	0	0	6	0	0	28	0	0	0	246	14	0	0	0	7	0	0	0	0	20	0	0	0	0	0	3	2	0	0	0	14	1	0	0	0	2	0	0	0	0	0	0	0	142	19	0	0	0	30	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
